recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
air fryer bbq baby back rib,air fryer recipe,air fryer main dish recipe,air fryer rib close low slow get without wait easy homemade rub barbeque glaze recipe add great color extra flavor,3 pound baby back pork rib 1 brown sugar 1 white sugar 1 sweet paprika 1 smoked paprika 1 granulated garlic u00bd black pepper u00bd cumin u00bd granulated onion u00bc greek seasoning optional u2153 barbeque sauce,preheat air fryer 350 degree f 175 degree c strip membrane back rib cut rib 4 equal portion combine brown sugar white sugar sweet paprika smoked paprika granulated garlic pepper cumin onion greek seasoning small bowl rub spice mixture rib place rib air fryer basket cook rib preheated air fryer 30 minute turning halfway brush barbeque sauce airfry 5 minute,11,5
air fryer sauteed onion,air fryer recipe,air fryer side dish recipe,air fryer sauteed onion add lot burger sandwich taco fajitas even rice mashed potato like topping steaksthe possibility endless,1 large onion 1 12 olive oil salt freshly black pepper,preheat air fryer 400 degree f 200 degree c place onion petal olive oil bowl season salt pepper toss coat pour mixture basket air fryer cook 10 minute shake basket cook 2 minute,3,3
air fryer baked yam,air fryer recipe,air fryer side dish recipe,air fryer baked yam free oven especially helpful holiday come every bit tender moist ovenbaked yam,1 yam 12 olive oil,preheat air fryer 400 degree f 200 degree c scrub yam clean dry paper towel rub olive oil place yam preheated air fryer cook tender pierced fork 15 20 minute,2,3
air fryer eggplant,air fryer recipe,air fryer side dish recipe,air fryer eggplant there need timeconsuming breading quickandeasy eggplant tasty soft creamy inside,1 pound eggplant 2 avocado oil 12 garlic powder 12 dried thyme 12 lemon pepper 14 salt,preheat air fryer 400 degree f 200 degree c place disposable paper liner air fry basket give spritz cooking spray stir eggplant cube large bowl avocado oil sprinkle garlic powder thyme lemon pepper salt toss piece well coated place eggplant cube single layer air fryer basket mist cooking spray cook browned outside tender inside 15 17 minute shaking basket halfway serve immediately,6,3
air fryer sriracha fry,air fryer recipe,air fryer side dish recipe,air fryer sriracha fry best french fry anyone love spicy foodgolden crispy spicy,2 3 russet potato 1 oil 2 riracha 1 pinch salt,cut potato fry place cut fry bowl water soak 1 hour preheat oven 200 degree f 95 degree c line baking sheet paper towel set wire rack sheet preheat air fryer 375 degree f according manufacturer instruction drain fry pat dry paper towel place fry resealable plastic bag add oil 1 sriracha salt seal bag toss coat add fry bottom air fryer basket single flat layer stacked work batch air fry crispy golden brown 13 minute place fry prepared baking sheet keep warm preheated oven repeat remaining fry place fry platter drizzle remaining sriracha enjoy,4,8
crispy air fryer potato bite,air fryer recipe,air fryer side dish recipe,crispy air fryer potato bite crispy flavorful outside tender inside grated parmesan creates perfect crust air fryer,1 pound red potato 1 olive oil 12 garlic powder 14 salt 18 black pepper 2 grated parmesan cheese,preheat air fryer 400 degree f 200 degree c according manufacturer instruction place cubed potato large bowl add olive oil toss coat add garlic powder salt pepper toss add grated parmesan toss one last time place seasoned potato basket preheated air fryer cook 8 minute shake cook tender 4 minute serve immediately,6,3
copycat wingstop cajun corn,air fryer recipe,air fryer side dish recipe,copycat wingstop cajun corn seasoned garlic cayenne herb exactly like favorite restaurant version,4 ear corn 2 olive oil 1 14 kosher salt 12 butter 12 pepper 1 onion powder 1 garlic powder 14 thyme 14 oregano 1 paprika 14 cayenne pepper,cut corn 2inch thick piece toss corn olive oil 1 salt 2 melted butter preheat air fryer 400 degree f 200 degree c according manufacturer instruction add corn air fryer cook 15 minute tossing occasionally partially golden brown meanwhile combine remaining salt butter remaining ingredient large bowl mix well add cooked corn butter mixture toss well coat,11,4
air fryer smashed potato,air fryer recipe,air fryer side dish recipe,golden crispy air fryer smashed potato easier make think 20 minute theyre flavored garlic brushed butter make extra crispy,8 ounce baby gold potato 1 melted unsalted butter 12 salt 14 garlic powder 14 freshly black pepper fresh parsley garnish optional,preheat air fryer 400 degree f 200 degree c meanwhile place potato microwavesafe bowl cook high tender 5 minute transfer potato baking sheet use bottom small glass gently smash 34 12inch thick thinner flatten potato crispier brush melted butter top smashed potato season salt garlic powder pepper place potato basket air fryer even layer cook golden crisp 10 minute garnish parsley serve hot,6,5
air fryer truffle polenta fry,air fryer recipe,air fryer side dish recipe,air fryer truffle polenta fry flavored truffleinfused oil truffle zest crispy outside tender juicy inside like serve alongside steaksteak frites speak serve dipping sauce recommend spicy mayo marinara ranch ketchup,1 18 ounce tube polenta 1 12 black truffleinfused olive oil 1 12 truffle zest seasoning 2 parmesan cheese 2 fresh parsley,preheat air fryer 400 degree f 200 degree c according manufacturer instruction line baking sheet paper towel set aside cut tube polenta half widthwise cut half half lengthwise cut 12inch wide fryshaped stick whisk truffleinfused olive oil truffle zest bowl add fry gently toss coat place fry basket air fryer single layer depending size air fryer fry may need cooked batch cook 10 minute shake basket cook 5 minute using tongs transfer fry prepared baking sheet garnish parmesan parsley,5,5
air fryer cheesy bacon ranch french fry,air fryer recipe,air fryer side dish recipe,simple cheesy bacon ranch fry great appetizer served grilled burger start frozen fry perfect last minute side unexpected guest never disappoint garnish chive serve ranch salad dressing desired,4 frozen french fry 14 olive oil 2 ranch salad dressing mix 2 bacon bit 1 pinch salt 14 cheddar cheese,preheat air fryer 400 degree fahrenheit 200 degree c place frozen french fry large bowl whisk olive oil dry ranch salad mix separate small bowl smooth pour olive oil mixture fry toss coat add bacon bit salt toss place seasoned fry basket air fryer cook 7 minute shake basket cook 5 minute sprinkle cheese fry cook 2 minute using spatula transfer serving platter serve immediately,6,4
air fryer garlic green bean,air fryer recipe,air fryer side dish recipe,garlic green bean simple side dish come together flash prepare rest dinner thanks air fryer,12 ounce fresh green bean end trimmed 1 olive oil 1 garlic 14 seasoned salt 18 black pepper,preheat air fryer 400 degree f 200 degree c place green bean bowl add olive oil garlic seasoned salt black pepper toss coat place green bean basket air fryer cook crisptender 10 minute shaking basket halfway cooking time,5,3
air fryer green bean,air fryer recipe,air fryer side dish recipe,fresh flavor summer come alive air fryer green bean simple side dish pair well grilled chicken fish pork,1 pound fresh green bean end trimmed 1 12 olive oil 2 lemon juice salt freshly black pepper taste 12 lemon zest 4 lemon wedge serving optional,preheat air fryer 380 degree f 195 degree c place green bean olive oil lemon juice salt pepper large bowl toss coat using tongs place green bean air fryer basket without overcrowding reserving remaining liquid bowl may need work batch depending size air fryer cook green bean crisptender 8 10 minute shaking basket halfway green bean done return bowl toss lemon zest serve additional lemon wedge,6,3
air fryer lemonthyme baby red potato,air fryer recipe,air fryer side dish recipe,air fryer baby red potato lemon thyme make simple side dish go anything beef chicken pork fish name best part take minimal prep mostly hand,12 ounce baby red potato halved lengthwise 1 olive oil 1 lemon pepper seasoning 1 fresh thyme 12 salt,place potato half bowl add olive oil lemon pepper thyme leaf salt toss evenly combined preheat air fryer 400 degree f 200 degree c 8 minute transfer potato slotted spoon basket air fryer cook 20 minute shaking halfway cooking time,5,3
air fryer red potato,air fryer recipe,air fryer side dish recipe,simple ingredient air fryer turn baby potato comforting side dish theyre suitable time year especially hot summer day dont want heat oven like use mini potato 1 1 12 inch diameter,1 12 pound baby red potato 2 olive oil 12 salt 12 granulated garlic 14 black pepper 1 12 fresh rosemary,preheat air fryer 400 degree f 200 degree c potato bigger 1 12 inch diameter cut half combine potato olive oil salt granulated garlic pepper large bowl toss coat using slotted spoon place potato air fryer basket without overcrowding reserving remaining oil bowl may need two batch stir rosemary reserved oil set aside cook potato tender pierced knife 15 20 minute shaking basket every 5 minute return potato bowl toss rosemary oil mixture,6,4
air fryer bacon wrapped brussels sprout,air fryer recipe,air fryer side dish recipe,air fryer bacon wrapped brussels sprout come together time grilled meat finished resting serve simple side dish grilled steak sprout equally good chicken pork,12 brussels sprout brussels sprout 2 ontreal steak seasoning 12 slice bacon cut half widthwise,gather ingredient preheat air fryer 400 degree f 200 degree c place halved brussels sprout bowl sprinkle steak seasoning toss coat wrap half slice bacon around brussels sprout half place seamsidedown basket air fryer repeat remaining bacon brussels sprout cook 10 minute undisturbed using tongs transfer plate serve immediately,3,4
air fryer loaded mashed potato cake,air fryer recipe,air fryer side dish recipe,recipe utilizes leftover mashed potato transforms completely different side dish flavor texture want add salt pepper mashed potato mixture seasoned originally serve sour cream like,2 cold mashed potato 1 cheddar cheese 3 green onion u00bc real bacon bit 2 flour 1 small egg beaten,combine mashed potato cheddar cheese green onion bacon bit flour bowl stir combined mix beaten egg preheat air fryer 400 degree f 200 degree c 10 minute form mixture 6 patty set baking sheet place baking sheet freezer 10 minute preheat air fryer place patty air fryer basket batch making sure overcrowd cook undisturbed 12 minute repeat remaining patty,6,4
air fryer spicy onion ring,air fryer recipe,air fryer side dish recipe,crispy crunchy outside tender inside subtle layer spicy flavor kicking much healthier deep frying serve warm ketchup favorite dipping sauce,2 large sweet onion sliced 12 inch thick,whisk together buttermilk egg flour chile lime seasoning adobo seasoning batter shallow bowl cover refrigerate 30 minute combine panko adobo seasoning chile lime seasoning shallow dish mix well remove batter fridge dip onion ring first batter bread crumb mixture turning coat gently shake excess crumb lightly spritz onion ring cooking spray side preheat air fryer 340 degree f 170 degree c line air fryer basket parchment liner lightly spray oil place breaded onion ring fryer basket even layer leaving 12inch space slice cook crisp lightly browned flipping halfway 10 12 minute may cook batch cooking time may vary depending size brand air fryer remove air fryer transfer baking sheet sprinkle kosher salt place 250 degree f 120 degree c oven keep warm,1,6
